millis,label,ax,ay,az,gx,gy,gz
3443544,z,-0.0190,0.9072,0.8062,-5.6000,-34.6500,110.9500
3443554,z,-0.0366,0.7832,0.8203,11.2000,-23.8000,122.2900
3443564,z,-0.0488,0.6617,0.8545,27.3700,-16.9400,125.8600
3443574,z,-0.0356,0.5866,0.9492,20.4400,-11.7600,119.7700
3443583,z,0.0185,0.5646,0.9701,9.7300,-9.4500,106.9600
3443592,z,0.0786,0.5539,0.9780,1.0500,-9.6600,92.0500
3443602,z,0.1166,0.3938,0.9945,-7.3500,-11.7600,79.5200
3443612,z,0.1454,0.4280,1.0116,-15.7500,-14.1400,73.0800
3443622,z,0.1830,0.3762,1.0180,-19.7400,-15.8900,74.5500
3443631,z,0.1801,0.3274,1.0185,-18.6900,-16.5200,83.0200
3443641,z,0.1571,0.2718,1.0189,-15.0500,-15.2600,96.0400
3443651,z,0.1220,0.1845,1.0321,-6.4400,-12.2500,111.1600
3443660,z,0.0834,0.0756,1.0546,1.8200,-9.8000,125.0200
3443669,z,0.0586,-0.0239,1.0721,5.1100,-9.6600,133.4200
3443679,z,0.0639,-0.0854,1.0843,4.9000,-10.5700,134.1200
3443689,z,0.0810,-0.1137,1.0887,1.8900,-12.4600,126.7700
3443699,z,0.0893,-0.1396,1.0819,-3.1500,-14.9800,113.9600
3443708,z,0.0917,-0.1718,1.0721,-5.3200,-17.6400,99.5400
3443717,z,0.0874,-0.1972,1.0716,-3.5700,-19.5300,87.1500
3443727,z,0.0864,-0.2045,1.0834,2.1700,-20.3700,78.2600
3443737,z,0.0922,-0.2020,1.1024,7.0000,-20.5800,73.6400
3443747,z,0.0917,-0.1957,1.1253,8.4700,-21.0000,73.0800
3443756,z,0.0966,-0.1991,1.1331,4.6900,-22.3300,74.8300
3443766,z,0.1069,-0.2167,1.1161,2.1000,-25.7600,77.0700
3443776,z,0.0956,-0.2274,1.0799,2.6600,-31.2900,74.5500
3443785,z,0.0771,-0.2333,1.0429,8.9600,-37.1000,74.5500
3443794,z,0.0864,-0.2230,1.0375,20.5800,-41.0200,59.7800
3443804,z,0.1039,-0.1957,1.0429,27.9300,-42.7700,51.2400
3443814,z,0.1137,-0.1732,1.0380,27.8600,-42.6300,42.7000
3443824,z,0.1293,-0.1591,1.0346,11.9700,-41.5100,34.7900
3443833,z,0.1474,-0.1488,1.0311,3.0800,-38.8500,27.8600
3443842,z,0.1576,-0.1449,1.0311,-2.1700,-34.9300,22.1900
3443852,z,0.1557,-0.1396,1.0375,-4.2000,-30.9400,17.2200
3443862,z,0.1571,-0.0942,1.0390,-6.7900,-28.4200,12.4600
3443872,z,0.1620,-0.0908,1.0385,-7.7000,-27.5800,9.1700
3443881,z,0.1498,-0.0883,1.0424,-5.2500,-27.9300,7.4900
3443891,z,0.1562,-0.0859,1.0438,-3.9200,-29.4000,7.0700
3443901,z,0.1654,-0.0673,1.0546,-2.9400,-31.6400,6.9300
3443910,z,0.1845,-0.0327,1.0751,-6.2300,-34.3700,6.0200
3443919,z,0.1952,-0.0166,1.0751,-11.2700,-37.7300,5.0400
3443929,z,0.1932,-0.0156,1.0555,-12.2500,-42.3500,4.9000
3443939,z,0.1962,-0.0054,1.0458,-8.4700,-48.0200,5.1800
3443949,z,0.1947,0.0122,1.0307,-5.2500,-54.2500,5.3900
3443958,z,0.1859,0.0137,0.9848,-1.8200,-60.5500,5.3200
3443967,z,0.1972,0.0146,0.9384,5.6700,-65.9400,4.2000
3443977,z,0.2347,0.0239,0.9082,13.6500,-68.5300,1.8900
3443987,z,0.2689,0.0337,0.8882,16.3800,-67.9000,-0.7700
3443997,z,0.2957,0.0459,0.8760,14.0000,-64.0500,-2.7300
3444006,z,0.3187,0.0522,0.8667,8.1200,-57.8200,-3.9900
3444016,z,0.3318,0.0634,0.8691,1.7500,-50.1900,-3.9200
3444025,z,0.3484,0.0805,0.8823,-2.1700,-41.7900,-2.8000
3444035,z,0.3577,0.0795,0.8906,-5.0400,-34.3700,-0.7000
3444044,z,0.3509,0.0712,0.8872,-6.8600,-29.0500,2.8000
